Year,Surveyor,Site.Code,Ownership,Territory.Age,Territory.Search.Time,Territory.Search.Effort,Number.of.Visits,Grid.Reference,Latitude,Longitude,County,Birds.Present,Age.of.Female,Age.of.Male,Nest.Built.Up.,Nest.Tree.Species,Nest.Height..m.,Eggs.laid.,Number.of.Eggs,Eggs.hatched.,Number.of.Eggs.Hatched,Young.chicks.fail.,Chicks.ringed.,Number.of.chicks.ringed,Fledged.,When.did.you.check.fledging.,Number.of.Chicks.Fledged,S.Petty.Breeding.Code,Dominant.Surrounding.Habitat,Reasons.for.Nest.Failure,Comments,S.Petty_F,Breeding.Success,Altitude
1988,A,,State,6,6,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,256
1989,A,,State,7,7,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,256
1990,A,,State,8,8,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation and rough grassland,NA,NA,7,1,256
1991,A,,State,9,9,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,243
1992,A,,State,10,10,No,NA,NY615957,55.253963,-2.6072205,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,256
1993,A,,State,11,11,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,243
1994,A,,State,12,12,No,NA,NY613958,55.254846,-2.6103804,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,243
1995,A,,State,13,13,No,NA,NY614957,55.253956,-2.6087935,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,240
1996,A,,State,14,14,No,NA,NY614958,55.254854,-2.6088073,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,252
1997,A,,State,15,15,No,NA,NY6157995777,55.254661,-2.6059883,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation and rough grassland,NA,NA,7,1,277
1998,A,,State,16,16,No,NA,NY6157995777,55.254661,-2.6059883,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation and rough grassland,NA,NA,7,1,277
1999,A,,State,17,17,No,NA,NY6157995777,55.254661,-2.6059883,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,Yes,1,Yes,At ringing,1,7,Plantation and rough grassland,NA,NA,7,1,277
2000,A,,State,18,18,No,NA,NY6157995777,55.254661,-2.6059883,NBLD,BP,U,U,Yes,NA,NA,Yes,1,Yes,1,No,No,0,Yes,NA,1,7,Plantation and rough grassland,NA,NA,7,1,277
2002,A,,State,20,20,No,NA,NY617956,55.25308,-2.6040607,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,Yes,3,Yes,At ringing,4,7,Plantation and rough grassland,NA,NA,7,1,266
2003,A,,State,21,21,No,NA,NY617956,55.25308,-2.6040607,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,266
2004,A,,State,22,22,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,268
2005,A,,State,23,23,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,268
2006,A,,State,24,24,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,NA,3,0,268
2007,A,,State,25,25,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,268
2008,A,,State,26,26,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation and rough grassland,NA,NA,7,1,268
2009,A,,State,27,27,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268
2010,A,,State,28,28,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268
2011,A,,State,29,29,No,NA,NY615958,55.254862,-2.6072342,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,NA,7,1,268
2012,A,,State,30,30,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,U,U,Yes,Norway,14,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation and rough grassland,NA,Yes,7,1,249
2013,A,,State,31,31,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,A,1,Yes,Larch,21,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,NA,4,0,249
2014,A,,State,32,32,No,5,NY61539565,55.253516,-2.6067417,NBLD,BP,A,U,Yes,Norway,12,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,NA,4,0,249
2015,A,,State,33,33,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,A,A,Yes,Norway,12,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,NA,4,0,249
2016,A,,State,34,34,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,U,U,Yes,Norway,12,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,NA,NA,4,0,249
2017,A,,State,35,35,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,U,U,Yes,Larch,24,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation and rough grassland,NA,NA,5,0,249
2018,A,,State,36,36,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,A,U,Yes,Norway,24,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation and rough grassland,NA,NA,3,0,249
2019,A,,State,37,37,No,3,NY61539565,55.253516,-2.6067417,NBLD,BP,U,U,Yes,Norway,24,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation and rough grassland,Unknown,NA,4,0,249
1987,A,,State,1,1,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,239
1988,A,,State,2,2,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,239
1989,A,,State,3,3,No,NA,NY774912,55.214517,-2.3567291,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,239
1990,A,,State,4,4,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,234
1991,A,,State,5,5,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,234
1992,A,,State,6,6,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,234
1993,A,,State,7,7,No,NA,NY722911,55.213351,-2.4384411,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,312
1994,A,,State,8,8,No,NA,NY772911,55.213609,-2.3598641,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,234
1995,A,,State,9,9,No,NA,NY774914,55.216314,-2.3567452,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,239
1996,A,,State,10,10,No,NA,NY774914,55.216314,-2.3567452,NBLD,BP,U,U,Yes,NA,NA,Yes,4,Yes,4,No,No,0,Yes,NA,4,7,Plantation,NA,NA,7,1,239
1997,A,,State,11,11,No,NA,NY7740191438,55.216655,-2.3567325,NBLD,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,239
1998,A,,State,12,12,No,NA,NY7740191438,55.216655,-2.3567325,NBLD,SB,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,239
1999,A,,State,13,13,No,NA,NY7724891226,55.214743,-2.35912,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,249
2000,A,,State,14,14,No,NA,NY7724891226,55.214743,-2.35912,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,249
2002,A,,State,16,16,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,238
2003,A,,State,17,17,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,238
2004,A,,State,18,18,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,Plantation,NA,NA,7,1,238
2005,A,,State,19,19,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,Plantation,NA,NA,7,1,238
2006,A,,State,20,20,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,238
2007,A,,State,21,21,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,238
2008,A,,State,22,22,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238
2010,A,,State,24,24,No,NA,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,238
2012,A,,State,26,26,No,3,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,238
2013,A,,State,27,27,No,2,NY751923,55.22429,-2.3929729,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,238
2014,A,,State,28,28,No,4,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238
2015,A,,State,29,29,No,3,NY751923,55.22429,-2.3929729,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238
2016,A,,State,30,30,No,2,NY751923,55.22429,-2.3929729,NBLD,BP,U,U,Yes,Sitka,18,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,238
2017,A,,State,31,31,No,3,NY751923,55.22429,-2.3929729,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,1,7,Plantation,NA,NA,7,1,238
2018,A,,State,32,32,No,3,NY751923,55.22429,-2.3929729,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,3,Yes,At ringing,3,7,Plantation,NA,NA,7,1,238
2019,A,,State,33,33,No,3,NY751923,55.22429,-2.3929729,NBLD,BP,A,U,Yes,Sitka,18,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,238
2019,B,,State,1,1,Yes,NA,NN672067,56.234235,-4.143996,STIR,BP,A,A,Yes,Sitka,NA,Yes,NA,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,149
2008,D,,State,1,1,Yes,NA,NY522878,55.182166,-2.7521734,SCBO,BP,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,269
2009,D,,State,2,2,Yes,2,NY523881,55.184871,-2.7506539,SCBO,SB,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,270
2010,D,,State,3,3,Yes,1,NY523881,55.184871,-2.7506539,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,270
2011,D,,State,4,4,Yes,2,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,270
2012,D,,State,5,5,Yes,2,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,270
2013,D,,State,6,6,Yes,3,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,NA,4,Plantation,NA,NA,4,0,270
2014,D,,State,7,7,Yes,3,NY523881,55.184871,-2.7506539,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,270
2015,D,,State,8,8,Yes,4,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,2,Yes,2,No,Yes,1,Yes,At ringing,2,7,Plantation,NA,NA,7,1,270
2016,D,,State,9,9,Yes,1,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,270
2017,D,,State,10,10,Yes,3,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,270
2018,D,,State,11,11,Yes,1,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,270
2019,D,,State,12,12,Yes,3,NY523881,55.184871,-2.7506539,SCBO,BP,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,NA,NA,NA,NA,270
2008,D,,State,1,1,Yes,NA,NT390367,55.620042,-2.9701366,SCBO,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,Plantation,NA,NA,3,0,281
2009,D,,State,2,2,Yes,2,NT390367,55.620042,-2.9701366,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,281
2010,D,,State,3,3,Yes,2,NT390367,55.620042,-2.9701366,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,2,No,No,0,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,281
2011,D,,State,4,4,Yes,3,NT391367,55.620055,-2.968549,SCBO,BP,A,U,Yes,NA,NA,Yes,NA,Yes,NA,No,No,0,Yes,Specific check for fledging,3,7,Plantation,NA,NA,7,1,255
2012,D,,State,5,5,Yes,2,NT391367,55.620055,-2.968549,SCBO,SB,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,255
2013,D,,State,6,6,Yes,3,NT391367,55.620055,-2.968549,SCBO,SB,NA,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,255
2014,D,,State,7,7,Yes,3,NT391367,55.620055,-2.968549,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,255
2015,D,,State,8,8,Yes,2,NT391367,55.620055,-2.968549,SCBO,BP,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,NA,NA,NA,NA,255
2016,D,,State,9,9,Yes,1,NT391367,55.620055,-2.968549,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,255
2017,D,,State,10,10,Yes,3,NT391367,55.620055,-2.968549,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,255
2018,D,,State,11,11,Yes,NA,NT391367,55.620055,-2.968549,SCBO,BP,U,U,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,255
2019,D,,State,12,12,Yes,3,NT391367,55.620055,-2.968549,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,No,NA,Yes,Specific check for fledging,2,7,Plantation,NA,NA,7,1,255
2008,D,,State,1,1,No,NA,NT376366,55.618966,-2.9923398,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,280
2009,D,,State,2,1,No,0,NT376366,55.618966,-2.9923398,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,280
2010,D,,State,3,1,No,0,NT376366,55.618966,-2.9923398,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,280
2011,D,,State,4,1,No,0,NT376366,55.618966,-2.9923398,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,280
2012,D,,State,5,2,No,2,NT376366,55.618966,-2.9923398,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,280
2013,D,,State,6,3,No,2,NT376366,55.618966,-2.9923398,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,280
2014,D,,State,7,4,No,2,NT376366,55.618966,-2.9923398,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,280
2015,D,,State,8,5,No,2,NT376366,55.618966,-2.9923398,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,280
2016,D,,State,9,6,No,2,NT376366,55.618966,-2.9923398,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,280
2017,D,,State,10,7,No,1,NT376366,55.618966,-2.9923398,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,280
2018,D,,State,11,8,No,1,NT376366,55.618966,-2.9923398,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,2,Yes,At ringing,2,7,Plantation,NA,NA,7,1,280
2008,D,,State,1,1,No,NA,NT369351,55.6054,-3.0031082,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,307
2009,D,,State,2,1,No,0,NT369351,55.6054,-3.0031082,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,307
2010,D,,State,3,2,No,1,NT369351,55.6054,-3.0031082,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,307
2011,D,,State,4,3,No,3,NT369351,55.6054,-3.0031082,SCBO,BP,A,A,Yes,NA,NA,Yes,NA,Yes,NA,No,Yes,1,Yes,At ringing,1,7,Plantation,NA,NA,7,1,307
2012,D,,State,5,4,No,3,NT369351,55.6054,-3.0031082,SCBO,BP,A,A,Yes,NA,NA,Yes,3,Yes,3,Yes,NA,NA,NA,NA,NA,5,Plantation,NA,NA,5,0,307
2013,D,,State,6,5,No,2,NT369351,55.6054,-3.0031082,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,307
2014,D,,State,7,6,No,2,NT369351,55.6054,-3.0031082,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,307
2015,D,,State,8,7,No,2,NT369351,55.6054,-3.0031082,SCBO,BP,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,NA,NA,NA,NA,307
2016,D,,State,9,8,No,2,NT369351,55.6054,-3.0031082,SCBO,BP,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plantation,NA,NA,NA,NA,307
2008,D,,State,1,1,No,NA,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2009,D,,State,2,2,No,1,NT393364,55.617385,-2.9653076,SCBO,SB,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,248
2010,D,,State,3,3,No,NA,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2011,D,,State,4,3,No,0,NT393364,55.617385,-2.9653076,SCBO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Plantation,NA,NA,8,NA,248
2012,D,,State,5,4,No,2,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2013,D,,State,6,5,No,2,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2014,D,,State,7,6,No,2,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2015,D,,State,8,7,No,1,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2016,D,,State,9,8,No,1,NT393364,55.617385,-2.9653076,SCBO,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Plantation,NA,NA,1,NA,248
2019,D,,State,12,9,No,4,NT393364,55.617385,-2.9653076,SCBO,SB,A,A,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Plantation,NA,NA,2,0,248
1981,A,,State,1,1,No,NA,NY521851,55.157896,-2.7532859,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,186
1982,A,,State,2,2,No,NA,NY521851,55.157896,-2.7532859,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,186
1983,A,,State,3,3,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265
1984,A,,State,4,4,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,3,Yes,3,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265
1985,A,,State,5,5,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265
1986,A,,State,6,6,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,2,No,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,0,265
1987,A,,State,7,7,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,4,Yes,NA,No,No,0,Yes,NA,3,7,NA,NA,NA,7,1,265
1988,A,,State,8,8,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,Yes,2,Yes,2,No,No,0,Yes,NA,2,7,NA,NA,NA,7,1,265
1989,A,,State,9,9,No,NA,NY527841,55.148969,-2.7437031,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,265
1990,A,,State,10,10,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,263
1992,A,,State,12,12,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,263
1993,A,,State,13,13,No,NA,NY533833,55.141838,-2.7341576,CMBR,BP,U,U,Yes,NA,NA,Yes,5,Yes,NA,No,No,0,Yes,NA,4,7,NA,NA,NA,7,1,263
1995,A,,State,15,15,No,NA,NY532832,55.14093,-2.7357097,CMBR,BP,U,U,Yes,NA,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,257
